日期,处理水量(m³),电耗(kWh),PAC投加量(kg),PAM投加量(kg),次氯酸钠投加量(kg),进水COD(mg/L),出水COD(mg/L),进水TN(mg/L),出水TN(mg/L)
2023-03-30,12172.0,3921.0,152.0,85.0,140.0,207.6,-215.8,7.4,-14.3
2023-03-31,12745.0,3636.0,181.0,55.0,146.0,220.2,-230.0,6.9,-13.8
2023-04-01,12450.0,3683.0,133.0,71.0,142.0,204.7,-209.7,3.2,-7.6
2023-04-02,12829.0,3465.0,197.0,35.0,146.0,213.6,-219.3,7.3,-13.7
2023-04-03,12724.0,3832.0,179.0,71.0,145.0,207.6,-210.7,6.0,-12.3
2023-04-04,12801.0,3919.0,165.0,80.0,145.0,196.1,-193.9,9.2,-23.5
2023-04-05,13085.0,4583.0,166.0,58.0,148.0,190.2,-204.1,8.0,-17.9
2023-04-06,12176.0,3970.0,171.0,54.0,138.0,213.8,-230.4,0.8,-0.9
2023-04-07,12600.0,4158.0,194.0,76.0,142.0,199.4,-199.6,6.1,-14.6
2023-04-08,12648.0,3753.0,204.0,70.0,142.0,181.6,-193.6,1.2,0.1
2023-04-09,12507.0,3965.0,179.0,69.0,140.0,206.3,-210.3,4.8,-12.2
2023-04-10,12415.0,3544.0,177.0,81.0,139.0,199.0,-205.8,6.4,-16.2
2023-04-11,12110.0,3865.0,214.0,86.0,135.0,196.9,-198.4,9.5,-22.2
2023-04-12,12577.0,3297.0,199.0,67.0,140.0,197.3,-202.6,-0.7,3.0
2023-04-13,12283.0,3552.0,137.0,70.0,136.0,209.1,-219.0,4.6,-9.9
2023-04-14,13046.0,3515.0,200.0,40.0,144.0,202.9,-206.7,7.4,-17.6
2023-04-15,12182.0,3144.0,256.0,92.0,135.0,190.1,-197.1,4.8,-10.7
2023-04-16,13224.0,4319.0,221.0,44.0,146.0,198.1,-206.6,4.5,-10.7
2023-04-17,12256.0,3614.0,221.0,63.0,135.0,214.8,-223.5,2.8,-4.2
2023-04-18,12730.0,3629.0,182.0,50.0,139.0,192.1,-207.5,1.4,-3.7
2023-04-19,12305.0,3330.0,184.0,62.0,134.0,203.2,-215.2,-1.5,1.1
2023-04-20,12243.0,3347.0,218.0,60.0,133.0,220.6,-238.6,-6.4,11.8
2023-04-21,12512.0,3427.0,155.0,56.0,136.0,202.0,-218.0,3.5,-7.9
2023-04-22,12075.0,3564.0,209.0,68.0,131.0,175.1,-187.5,4.5,-11.6
2023-04-23,12304.0,3296.0,174.0,78.0,133.0,187.1,-194.6,-4.9,10.6
2023-04-24,12374.0,3180.0,146.0,52.0,133.0,180.6,-185.1,3.4,-4.9
2023-04-25,12441.0,3666.0,191.0,61.0,134.0,186.7,-202.5,-2.1,6.4
2023-04-26,12051.0,3627.0,221.0,53.0,129.0,192.0,-203.6,-0.3,-0.8
2023-04-27,12428.0,3492.0,202.0,81.0,133.0,184.2,-199.2,1.1,-7.2
2023-04-28,12525.0,3072.0,196.0,66.0,133.0,159.3,-173.2,3.9,-6.0
2023-04-29,12459.0,3498.0,169.0,40.0,132.0,188.9,-187.9,-1.6,4.1
2023-04-30,12542.0,3508.0,202.0,60.0,133.0,197.9,-216.1,0.7,-1.3
2023-05-01,12724.0,3305.0,181.0,69.0,134.0,195.0,-202.5,0.5,-1.9
2023-05-02,12748.0,3863.0,228.0,56.0,134.0,175.1,-194.9,-0.6,3.2
2023-05-03,12556.0,3938.0,192.0,67.0,132.0,197.1,-202.0,0.2,-2.2
2023-05-04,12461.0,3706.0,148.0,62.0,130.0,195.5,-216.1,-0.7,1.2
2023-05-05,12014.0,3263.0,195.0,43.0,125.0,184.5,-205.0,-2.2,4.6
2023-05-06,12626.0,3301.0,144.0,57.0,131.0,178.5,-186.0,0.3,-0.3
2023-05-07,12387.0,3877.0,186.0,76.0,128.0,195.4,-216.3,0.6,-1.6
2023-05-08,11752.0,3025.0,195.0,63.0,121.0,184.5,-203.6,-3.1,5.2
2023-05-09,12394.0,3205.0,218.0,39.0,127.0,177.5,-192.4,1.1,-0.3
2023-05-10,12749.0,3331.0,193.0,46.0,131.0,188.4,-203.5,-4.3,12.4
2023-05-11,11836.0,2757.0,207.0,47.0,121.0,177.1,-188.7,-4.5,8.9
2023-05-12,12042.0,3405.0,216.0,55.0,122.0,213.9,-226.5,2.7,-6.2
2023-05-13,12810.0,3286.0,210.0,66.0,130.0,161.2,-173.8,-5.2,11.7
2023-05-14,12466.0,3451.0,205.0,63.0,126.0,193.2,-198.6,-0.3,1.1
2023-05-15,11806.0,2932.0,170.0,54.0,119.0,165.1,-173.3,-4.0,8.8
2023-05-16,12144.0,3308.0,184.0,63.0,122.0,183.5,-195.5,0.2,0.1
2023-05-17,12191.0,3406.0,183.0,60.0,122.0,192.3,-200.2,-4.7,11.9
2023-05-18,11983.0,2926.0,217.0,67.0,119.0,186.5,-199.1,6.1,-14.0
2023-05-19,12214.0,3153.0,212.0,46.0,121.0,164.9,-179.8,-4.3,10.6
2023-05-20,11556.0,3115.0,209.0,50.0,114.0,148.1,-147.7,-2.6,3.4
2023-05-21,11479.0,3212.0,189.0,40.0,113.0,172.5,-188.0,-1.0,5.1
2023-05-22,11828.0,3385.0,217.0,50.0,116.0,167.4,-180.2,-3.5,8.3
2023-05-23,11492.0,3290.0,183.0,76.0,112.0,172.3,-186.1,3.3,-9.3
2023-05-24,11800.0,3391.0,254.0,53.0,115.0,185.4,-200.4,-4.3,9.1
2023-05-25,11624.0,3050.0,234.0,63.0,113.0,160.6,-172.7,-3.0,3.1
2023-05-26,12256.0,3088.0,192.0,89.0,119.0,171.9,-190.0,1.3,-2.4
2023-05-27,11545.0,2743.0,196.0,66.0,111.0,166.5,-177.0,-2.6,7.7
2023-05-28,11117.0,2991.0,161.0,64.0,107.0,175.3,-196.7,0.9,-1.7
2023-05-29,11399.0,3266.0,203.0,35.0,109.0,170.1,-187.0,-3.9,10.1
2023-05-30,11758.0,3116.0,193.0,64.0,112.0,165.6,-184.5,-2.3,9.9
2023-05-31,11910.0,3024.0,188.0,56.0,113.0,175.7,-190.2,-1.8,4.8
2023-06-01,11134.0,2725.0,162.0,35.0,106.0,171.0,-194.0,-5.7,12.3
2023-06-02,11263.0,2882.0,174.0,66.0,106.0,169.3,-193.0,-3.6,9.7
2023-06-03,11496.0,2656.0,206.0,34.0,108.0,147.0,-160.5,-2.8,7.5
2023-06-04,11539.0,3226.0,182.0,57.0,108.0,182.1,-195.9,-6.4,14.0
2023-06-05,11378.0,3148.0,203.0,65.0,106.0,185.5,-204.7,-4.4,7.9
2023-06-06,11088.0,2751.0,158.0,58.0,103.0,175.5,-200.2,-5.8,10.8
2023-06-07,12042.0,2564.0,184.0,54.0,112.0,180.5,-189.6,-10.8,23.7
2023-06-08,11251.0,2609.0,214.0,71.0,104.0,167.4,-187.7,-4.5,8.3
2023-06-09,11190.0,2944.0,212.0,65.0,103.0,158.1,-176.9,-2.8,6.9
2023-06-10,11443.0,2631.0,236.0,45.0,105.0,176.0,-194.4,-9.8,23.3
2023-06-11,11835.0,3094.0,221.0,81.0,108.0,173.4,-188.9,-5.8,14.3
2023-06-12,11682.0,2779.0,181.0,76.0,107.0,162.2,-180.7,-8.5,20.1
2023-06-13,11357.0,3094.0,183.0,67.0,103.0,154.2,-168.8,-6.2,12.3
2023-06-14,11333.0,2853.0,210.0,50.0,103.0,176.7,-192.8,-0.8,2.6
2023-06-15,11617.0,2845.0,210.0,55.0,105.0,165.6,-181.4,-3.5,8.3
2023-06-16,11550.0,2642.0,216.0,52.0,104.0,164.7,-182.5,-7.4,17.9
2023-06-17,10833.0,2747.0,217.0,45.0,97.0,179.3,-204.7,-3.1,8.5
2023-06-18,12012.0,2592.0,161.0,52.0,108.0,180.9,-195.1,-5.9,15.3
2023-06-19,10650.0,2677.0,179.0,44.0,95.0,156.2,-168.6,-4.3,8.3
2023-06-20,10828.0,2477.0,200.0,55.0,96.0,171.9,-190.5,-4.9,11.9
2023-06-21,10966.0,2917.0,199.0,66.0,97.0,138.5,-154.9,-2.3,3.6
2023-06-22,10586.0,2388.0,196.0,54.0,94.0,169.0,-195.0,-4.5,9.2
2023-06-23,10749.0,2489.0,219.0,58.0,95.0,156.1,-164.7,-9.1,20.3
2023-06-24,11017.0,2450.0,219.0,57.0,97.0,156.9,-180.8,-7.5,16.9
2023-06-25,11213.0,3221.0,207.0,46.0,98.0,141.4,-157.1,-4.3,7.8
2023-06-26,10552.0,2671.0,194.0,39.0,92.0,149.6,-174.6,-1.9,4.9
2023-06-27,10646.0,2688.0,212.0,49.0,93.0,167.7,-178.5,-1.5,2.1
2023-06-28,10795.0,2891.0,223.0,48.0,94.0,158.8,-187.2,-6.6,17.1
2023-06-29,10653.0,2201.0,218.0,43.0,92.0,190.7,-217.3,-2.7,4.8
2023-06-30,10607.0,2855.0,241.0,42.0,91.0,161.6,-185.4,-7.9,17.4
2023-07-01,11380.0,2947.0,234.0,48.0,98.0,167.5,-189.5,0.6,-3.0
2023-07-02,10939.0,3229.0,232.0,82.0,94.0,148.5,-168.6,-0.9,-0.4
2023-07-03,10916.0,2892.0,255.0,32.0,93.0,137.2,-159.8,-4.6,11.7
2023-07-04,10270.0,2383.0,173.0,66.0,88.0,135.3,-152.1,-8.1,19.4
2023-07-05,10233.0,2424.0,156.0,49.0,87.0,166.8,-184.9,-11.3,28.5
2023-07-06,10435.0,2768.0,218.0,49.0,88.0,155.5,-180.6,-10.1,21.2
2023-07-07,10698.0,2616.0,209.0,47.0,90.0,172.3,-194.7,-7.8,19.1
2023-07-08,10283.0,2742.0,183.0,69.0,87.0,160.8,-173.3,-3.8,8.7
2023-07-09,9789.0,2571.0,214.0,53.0,82.0,142.2,-165.2,-5.6,12.6
2023-07-10,10261.0,2755.0,198.0,50.0,86.0,162.2,-178.8,-7.2,17.0
2023-07-11,10147.0,2373.0,179.0,52.0,85.0,166.4,-178.0,-8.6,17.8
2023-07-12,10367.0,2679.0,182.0,42.0,87.0,182.8,-207.9,-12.1,28.8
2023-07-13,10818.0,3164.0,238.0,58.0,90.0,170.6,-187.3,-6.8,13.5
2023-07-14,10135.0,2767.0,210.0,48.0,84.0,151.7,-174.4,-5.1,12.8
2023-07-15,10020.0,2334.0,210.0,55.0,83.0,177.3,-206.0,-5.3,14.4
2023-07-16,9817.0,2380.0,201.0,58.0,81.0,167.9,-188.6,-4.4,9.9
2023-07-17,10163.0,2753.0,234.0,50.0,84.0,160.6,-184.8,-10.9,24.9
2023-07-18,10013.0,2497.0,248.0,34.0,83.0,137.2,-152.5,-3.9,11.0
2023-07-19,9890.0,2464.0,232.0,48.0,81.0,161.3,-174.1,-8.1,16.7
2023-07-20,9761.0,2678.0,194.0,38.0,80.0,152.5,-169.4,-3.9,8.4
2023-07-21,10079.0,2826.0,188.0,48.0,83.0,152.2,-173.6,-1.8,3.5
2023-07-22,9762.0,2600.0,241.0,58.0,80.0,151.5,-175.2,-4.8,11.5
2023-07-23,9695.0,2372.0,211.0,45.0,79.0,153.5,-174.5,-4.9,11.7
2023-07-24,10420.0,2405.0,252.0,73.0,85.0,158.3,-183.1,-9.0,21.6
2023-07-25,9850.0,2190.0,206.0,50.0,80.0,158.7,-175.7,-2.3,7.0
2023-07-26,10094.0,2304.0,250.0,56.0,82.0,163.8,-186.3,-2.9,7.8
2023-07-27,9584.0,2474.0,217.0,43.0,78.0,161.9,-186.9,-12.2,28.8
2023-07-28,10054.0,2905.0,227.0,47.0,82.0,156.5,-182.0,-2.5,5.4
2023-07-29,10143.0,2586.0,225.0,39.0,82.0,159.4,-188.8,-5.9,14.7
2023-07-30,9103.0,2318.0,200.0,49.0,74.0,165.2,-197.0,-11.2,26.9
2023-07-31,9761.0,2630.0,209.0,53.0,79.0,145.5,-174.8,-5.2,10.9
2023-08-01,9492.0,2519.0,174.0,44.0,77.0,134.1,-151.8,-5.7,16.3
2023-08-02,9456.0,2967.0,205.0,45.0,76.0,163.0,-190.6,-11.7,27.9
2023-08-03,9315.0,2308.0,243.0,58.0,75.0,151.2,-181.4,-7.9,18.1
2023-08-04,9596.0,2588.0,215.0,34.0,77.0,158.9,-182.4,-2.7,6.6
2023-08-05,9026.0,2163.0,212.0,46.0,73.0,167.7,-203.9,-5.5,12.4
2023-08-06,9990.0,2461.0,239.0,55.0,80.0,150.8,-174.6,-7.1,16.1
2023-08-07,9618.0,2521.0,257.0,47.0,77.0,151.1,-176.8,-9.1,20.3
2023-08-08,9619.0,2686.0,221.0,37.0,77.0,141.2,-167.7,-3.2,8.6
2023-08-09,9159.0,2556.0,226.0,62.0,73.0,165.5,-190.7,-11.1,27.8
2023-08-10,9412.0,2433.0,245.0,34.0,75.0,162.0,-186.7,-13.3,32.3
2023-08-11,9236.0,2792.0,235.0,29.0,74.0,156.6,-183.5,-6.4,15.2
2023-08-12,9629.0,2627.0,203.0,40.0,77.0,153.8,-185.3,-2.7,5.7
2023-08-13,9687.0,2596.0,243.0,45.0,78.0,151.2,-175.4,-2.4,6.8
2023-08-14,9299.0,2589.0,224.0,56.0,74.0,163.7,-186.7,-4.3,13.5
2023-08-15,9328.0,2628.0,208.0,52.0,75.0,168.2,-195.7,-7.9,22.1
2023-08-16,9204.0,2626.0,183.0,49.0,74.0,131.2,-148.6,-2.5,4.6
2023-08-17,8983.0,2354.0,230.0,55.0,72.0,141.1,-159.2,-7.5,19.0
2023-08-18,9063.0,2705.0,234.0,36.0,73.0,151.9,-172.8,-10.1,25.1
2023-08-19,9484.0,2724.0,232.0,44.0,76.0,147.1,-181.3,-5.2,12.1
2023-08-20,9455.0,2807.0,201.0,40.0,76.0,158.1,-184.4,-4.4,9.5
2023-08-21,8904.0,2389.0,167.0,49.0,71.0,151.7,-177.1,-2.5,6.8
2023-08-22,8863.0,2389.0,199.0,59.0,71.0,158.7,-193.3,-7.9,16.5
2023-08-23,9263.0,2623.0,217.0,44.0,74.0,148.1,-173.7,-5.0,11.4
2023-08-24,9061.0,2593.0,233.0,59.0,73.0,148.0,-171.1,-6.8,16.5
2023-08-25,9471.0,2884.0,206.0,44.0,76.0,164.7,-201.8,-1.1,3.5
2023-08-26,8885.0,2351.0,174.0,47.0,71.0,176.0,-206.9,0.4,-2.0
2023-08-27,9207.0,2275.0,207.0,33.0,74.0,170.3,-202.7,-6.5,17.4
2023-08-28,9459.0,2631.0,258.0,66.0,76.0,178.2,-213.5,-8.0,17.4
2023-08-29,9117.0,2907.0,202.0,55.0,73.0,160.6,-193.3,-7.1,16.5
2023-08-30,9214.0,2606.0,235.0,45.0,74.0,166.8,-200.7,-6.8,17.4
2023-08-31,9312.0,2648.0,215.0,32.0,75.0,155.6,-190.2,2.6,-3.3
2023-09-01,8804.0,2259.0,197.0,54.0,71.0,156.1,-184.4,-7.9,17.4
2023-09-02,8747.0,2303.0,212.0,30.0,71.0,166.5,-197.3,-4.4,10.2
2023-09-03,9191.0,2393.0,239.0,42.0,74.0,177.0,-217.0,-4.7,11.5
2023-09-04,8928.0,2341.0,226.0,40.0,72.0,140.9,-166.6,-1.5,2.1
2023-09-05,8662.0,2265.0,198.0,37.0,70.0,172.9,-194.5,-3.9,8.5
2023-09-06,9366.0,2504.0,216.0,60.0,76.0,160.2,-190.7,2.8,-9.3
2023-09-07,8990.0,2408.0,231.0,42.0,73.0,163.6,-196.1,-0.4,0.7
2023-09-08,8656.0,2427.0,212.0,40.0,71.0,160.0,-192.5,-3.7,8.3
2023-09-09,8926.0,2768.0,245.0,53.0,73.0,156.3,-190.9,-0.8,0.1
2023-09-10,8426.0,2487.0,236.0,54.0,69.0,160.9,-188.6,-3.8,11.6
2023-09-11,8386.0,2532.0,216.0,37.0,69.0,158.4,-188.3,-5.7,14.2
2023-09-12,8514.0,2389.0,252.0,47.0,70.0,154.1,-190.3,-7.3,16.4
2023-09-13,8821.0,2564.0,221.0,37.0,73.0,176.2,-213.0,2.6,-4.6
2023-09-14,8549.0,2605.0,216.0,27.0,70.0,159.4,-190.8,2.4,-6.0
2023-09-15,8479.0,2278.0,214.0,55.0,70.0,143.9,-177.0,2.8,-8.4
2023-09-16,9136.0,2528.0,216.0,44.0,76.0,150.5,-178.1,-3.3,6.7
2023-09-17,8116.0,2708.0,195.0,42.0,67.0,175.8,-206.7,-3.2,6.9
2023-09-18,9053.0,2549.0,226.0,40.0,75.0,163.9,-192.1,-5.3,11.1
2023-09-19,8843.0,2498.0,227.0,31.0,74.0,150.2,-180.7,-0.8,1.0
2023-09-20,8810.0,2557.0,220.0,56.0,74.0,158.3,-190.0,1.7,-5.1
2023-09-21,8115.0,2197.0,202.0,34.0,68.0,154.6,-184.5,-3.0,7.4
2023-09-22,8607.0,2496.0,205.0,33.0,72.0,172.0,-211.5,-4.7,9.3
2023-09-23,9256.0,3124.0,227.0,39.0,78.0,160.5,-190.0,5.8,-13.6
2023-09-24,8011.0,2578.0,192.0,36.0,68.0,147.8,-186.3,4.1,-11.2
2023-09-25,8414.0,2477.0,214.0,45.0,71.0,172.9,-207.8,-4.5,10.5
2023-09-26,9458.0,2891.0,212.0,24.0,80.0,158.6,-195.5,-4.2,10.2
2023-09-27,8724.0,2673.0,229.0,44.0,74.0,160.5,-198.4,-2.6,6.7
2023-09-28,8513.0,2357.0,209.0,38.0,73.0,175.2,-223.8,-8.3,20.2
2023-09-29,8275.0,2641.0,220.0,40.0,71.0,162.0,-192.7,-7.1,16.5
2023-09-30,8412.0,2177.0,216.0,48.0,72.0,176.2,-202.7,-7.6,18.8
2023-10-01,9022.0,2742.0,210.0,53.0,78.0,163.4,-194.7,-5.9,15.5
2023-10-02,8783.0,2499.0,218.0,49.0,76.0,176.5,-208.6,-3.8,9.4
2023-10-03,9073.0,2536.0,226.0,34.0,78.0,161.8,-200.4,-4.5,10.5
2023-10-04,8843.0,2231.0,244.0,39.0,77.0,174.1,-212.8,2.1,-8.9
2023-10-05,8713.0,2638.0,216.0,40.0,76.0,168.5,-210.8,-0.1,2.4
2023-10-06,9017.0,2858.0,229.0,50.0,79.0,180.5,-221.4,-0.8,2.2
2023-10-07,8823.0,2865.0,230.0,40.0,77.0,164.7,-205.6,0.3,-4.0
2023-10-08,8929.0,2464.0,221.0,39.0,78.0,165.9,-203.9,0.9,-1.7
2023-10-09,8879.0,2658.0,222.0,51.0,78.0,171.1,-207.9,5.7,-11.9
2023-10-10,8740.0,2757.0,216.0,43.0,77.0,192.0,-231.6,-0.2,-1.1
2023-10-11,8901.0,2984.0,185.0,56.0,79.0,183.3,-234.0,-2.8,7.6
2023-10-12,9104.0,2651.0,242.0,40.0,81.0,190.8,-228.1,2.3,-3.3
2023-10-13,9075.0,2668.0,235.0,45.0,81.0,172.2,-210.1,-3.8,9.4
2023-10-14,9221.0,2977.0,232.0,39.0,82.0,180.5,-215.9,2.1,-5.2
2023-10-15,8886.0,2787.0,215.0,41.0,80.0,169.0,-209.6,4.8,-9.6
2023-10-16,8677.0,2734.0,220.0,45.0,78.0,173.2,-214.4,3.5,-10.6
2023-10-17,9036.0,2649.0,208.0,43.0,82.0,190.3,-232.2,-5.8,14.9
2023-10-18,9130.0,2870.0,181.0,39.0,83.0,169.4,-212.4,4.6,-13.2
2023-10-19,8814.0,2517.0,247.0,45.0,80.0,169.6,-205.2,4.6,-12.5
2023-10-20,9082.0,2980.0,238.0,44.0,83.0,197.8,-247.6,3.0,-7.7
2023-10-21,8811.0,2815.0,203.0,54.0,81.0,177.3,-208.7,-2.7,7.9
2023-10-22,9098.0,2595.0,206.0,46.0,84.0,185.8,-230.0,3.6,-8.7
2023-10-23,9207.0,2815.0,222.0,44.0,85.0,176.8,-221.3,0.7,-2.6
2023-10-24,9426.0,2583.0,236.0,38.0,87.0,180.1,-217.4,0.9,-3.4
2023-10-25,9008.0,2762.0,245.0,56.0,84.0,167.6,-206.2,-3.5,9.3
2023-10-26,9007.0,2713.0,245.0,39.0,84.0,185.3,-233.1,2.8,-5.5
2023-10-27,8927.0,3037.0,208.0,46.0,83.0,167.2,-206.4,0.6,-2.5
2023-10-28,8424.0,2869.0,201.0,43.0,79.0,193.8,-242.2,8.2,-19.3
2023-10-29,8561.0,2918.0,196.0,45.0,81.0,178.4,-224.6,3.9,-8.6
2023-10-30,9360.0,2788.0,239.0,41.0,88.0,183.1,-226.1,3.9,-10.8
2023-10-31,9114.0,2747.0,208.0,24.0,86.0,165.1,-202.7,6.7,-18.9
2023-11-01,9591.0,3153.0,222.0,51.0,91.0,195.9,-245.8,9.0,-21.0
2023-11-02,8791.0,2919.0,215.0,38.0,84.0,177.5,-229.7,-1.2,4.0
2023-11-03,8578.0,2820.0,211.0,61.0,82.0,177.0,-223.8,3.9,-9.1
2023-11-04,8956.0,2758.0,211.0,41.0,86.0,176.8,-221.8,5.0,-13.1
2023-11-05,9043.0,3021.0,216.0,44.0,87.0,185.0,-238.8,-0.7,-0.8
2023-11-06,8674.0,2771.0,222.0,46.0,84.0,165.2,-206.3,-0.8,2.6
2023-11-07,9001.0,3012.0,221.0,60.0,87.0,178.7,-222.5,1.5,-2.0
2023-11-08,8827.0,3000.0,205.0,58.0,86.0,178.6,-222.5,0.2,-0.8
2023-11-09,9408.0,3062.0,229.0,56.0,92.0,189.6,-242.9,4.7,-12.2
2023-11-10,8685.0,3148.0,195.0,47.0,85.0,193.3,-246.6,-0.5,-1.0
2023-11-11,9163.0,2883.0,204.0,45.0,90.0,170.4,-212.1,0.1,0.5
2023-11-12,9650.0,3278.0,221.0,50.0,95.0,172.0,-210.9,3.6,-10.4
2023-11-13,8816.0,2984.0,234.0,24.0,87.0,188.9,-237.2,6.5,-17.1
2023-11-14,9685.0,3360.0,225.0,51.0,96.0,188.3,-235.2,7.4,-17.0
2023-11-15,9884.0,3365.0,225.0,48.0,99.0,190.5,-245.6,2.7,-9.7
2023-11-16,9668.0,3242.0,249.0,54.0,97.0,197.7,-240.2,2.5,-6.8
2023-11-17,9306.0,3233.0,220.0,50.0,94.0,202.7,-255.0,0.7,-1.7
2023-11-18,9386.0,2886.0,238.0,43.0,95.0,189.9,-230.3,2.4,-6.5
2023-11-19,9690.0,3086.0,179.0,24.0,98.0,198.7,-264.7,2.8,-6.8
2023-11-20,9509.0,3280.0,247.0,45.0,97.0,195.6,-246.6,-1.2,2.7
2023-11-21,9817.0,3619.0,219.0,55.0,100.0,189.9,-234.4,2.6,-6.7
2023-11-22,9658.0,3300.0,224.0,54.0,99.0,205.0,-257.7,5.6,-14.3
2023-11-23,8914.0,3203.0,204.0,37.0,91.0,194.5,-247.0,-1.2,5.3
2023-11-24,9381.0,3133.0,208.0,49.0,97.0,185.4,-239.6,0.4,-0.1
2023-11-25,9130.0,3350.0,214.0,48.0,94.0,188.4,-237.2,-1.9,6.5
2023-11-26,9554.0,3345.0,195.0,35.0,99.0,202.6,-261.0,3.9,-10.5
2023-11-27,9880.0,3433.0,215.0,32.0,103.0,197.0,-253.0,-1.7,6.1
2023-11-28,9559.0,3369.0,220.0,33.0,100.0,190.9,-254.6,9.4,-23.3
2023-11-29,9681.0,3006.0,188.0,51.0,101.0,200.7,-252.1,2.5,-6.1
2023-11-30,9399.0,3240.0,213.0,45.0,99.0,191.5,-238.5,3.2,-7.2
2023-12-01,9168.0,3195.0,181.0,40.0,97.0,188.3,-240.0,5.3,-12.7
2023-12-02,9480.0,3391.0,216.0,50.0,100.0,187.4,-237.6,5.2,-13.5
2023-12-03,9937.0,3233.0,230.0,42.0,105.0,194.8,-254.1,5.1,-12.9
2023-12-04,10018.0,3383.0,200.0,46.0,106.0,208.4,-260.3,9.2,-21.3
2023-12-05,10599.0,3836.0,250.0,35.0,113.0,192.0,-242.6,8.8,-23.2
2023-12-06,10234.0,3741.0,250.0,40.0,109.0,198.5,-260.2,4.6,-11.7
2023-12-07,9559.0,3441.0,195.0,59.0,103.0,193.6,-247.2,3.8,-8.6
2023-12-08,9571.0,3285.0,191.0,56.0,103.0,197.1,-252.7,-0.6,1.5
2023-12-09,10191.0,3482.0,222.0,67.0,110.0,206.0,-267.9,0.3,-2.6
2023-12-10,10111.0,3160.0,257.0,51.0,109.0,193.5,-243.4,6.6,-16.9
2023-12-11,10363.0,3807.0,218.0,59.0,112.0,193.9,-250.4,1.8,-4.5
2023-12-12,10277.0,3738.0,244.0,55.0,112.0,191.1,-232.2,6.7,-16.0
2023-12-13,9886.0,3647.0,230.0,52.0,108.0,196.5,-263.0,8.3,-24.6
2023-12-14,9632.0,3393.0,188.0,43.0,105.0,195.0,-254.0,4.5,-11.0
2023-12-15,10153.0,3563.0,213.0,59.0,111.0,208.6,-269.1,6.9,-17.2
2023-12-16,10081.0,3346.0,216.0,35.0,111.0,184.2,-233.1,3.9,-9.9
2023-12-17,9833.0,3692.0,244.0,34.0,109.0,185.5,-235.7,2.8,-6.6
2023-12-18,10699.0,3986.0,241.0,60.0,118.0,212.5,-285.6,9.3,-23.1
2023-12-19,10224.0,3725.0,243.0,45.0,113.0,203.1,-259.9,-1.0,0.9
2023-12-20,9982.0,3655.0,210.0,46.0,111.0,199.6,-259.6,0.3,-3.2
2023-12-21,10680.0,3740.0,254.0,35.0,119.0,187.8,-244.5,5.6,-12.5
2023-12-22,10192.0,3518.0,212.0,45.0,114.0,183.0,-241.0,1.6,-4.4
2023-12-23,10472.0,3604.0,226.0,69.0,117.0,212.0,-272.1,4.4,-11.4
2023-12-24,10528.0,3528.0,216.0,66.0,118.0,193.7,-246.6,7.1,-20.8
2023-12-25,10905.0,3879.0,222.0,72.0,123.0,192.6,-241.2,4.5,-13.0
2023-12-26,10338.0,3569.0,234.0,45.0,117.0,207.6,-267.3,5.6,-14.2
2023-12-27,10533.0,3532.0,202.0,62.0,119.0,212.9,-282.3,-2.3,7.1
2023-12-28,10451.0,3610.0,199.0,52.0,119.0,221.5,-286.4,4.6,-11.1
2023-12-29,10350.0,4047.0,169.0,42.0,118.0,218.2,-287.0,7.2,-19.0
2023-12-30,10313.0,3957.0,226.0,36.0,117.0,199.4,-264.2,2.3,-5.8
2023-12-31,10477.0,3706.0,207.0,58.0,120.0,192.6,-263.1,0.5,-2.9
2024-01-01,11080.0,3880.0,193.0,50.0,127.0,195.5,-255.8,9.7,-25.8
2024-01-02,10405.0,3769.0,239.0,56.0,119.0,181.6,-241.8,4.3,-12.4
2024-01-03,10472.0,3452.0,200.0,43.0,120.0,194.3,-248.4,2.5,-6.4
2024-01-04,10650.0,3564.0,207.0,51.0,123.0,207.9,-265.8,-3.0,5.1
2024-01-05,10801.0,3488.0,229.0,48.0,125.0,197.6,-265.4,7.0,-16.2
2024-01-06,11010.0,4101.0,220.0,57.0,127.0,214.1,-286.7,7.0,-15.3
2024-01-07,10390.0,3616.0,217.0,58.0,120.0,207.0,-269.9,0.6,-0.2
2024-01-08,11041.0,3902.0,216.0,58.0,128.0,203.5,-282.5,2.1,-4.4
2024-01-09,11135.0,4029.0,257.0,79.0,129.0,221.6,-294.3,5.6,-14.7
2024-01-10,11155.0,3692.0,246.0,42.0,130.0,197.9,-256.2,3.8,-12.2
2024-01-11,10475.0,3815.0,190.0,64.0,122.0,200.6,-270.0,0.5,-0.8
2024-01-12,10458.0,3248.0,222.0,54.0,122.0,213.4,-277.2,3.4,-12.0
2024-01-13,11085.0,3595.0,173.0,38.0,130.0,205.5,-263.3,3.5,-12.7
2024-01-14,11066.0,3755.0,202.0,45.0,130.0,199.0,-259.0,4.1,-10.0
2024-01-15,11381.0,4178.0,239.0,33.0,133.0,206.0,-277.6,3.9,-12.8
2024-01-16,11740.0,3646.0,251.0,54.0,138.0,202.1,-266.3,-2.4,8.8
2024-01-17,11017.0,4310.0,208.0,37.0,130.0,199.0,-264.4,4.5,-12.4
2024-01-18,11463.0,4328.0,185.0,71.0,135.0,223.2,-295.8,1.3,-3.8
